Distance Between Stations (km),Weather Conditions,Time of Day,Train Type,Historical Delay (min),Route Congestion
170,Clear,Morning,Local,23,Medium
140,Rainy,Afternoon,Express,37,High
180,Foggy,Evening,Superfast,42,Low
160,Clear,Night,Local,24,Medium
130,Rainy,Morning,Express,38,High
190,Foggy,Afternoon,Superfast,43,Low
170,Clear,Evening,Local,25,Medium
140,Rainy,Night,Express,39,High
180,Foggy,Morning,Superfast,44,Low
160,Clear,Afternoon,Local,26,Medium
130,Rainy,Evening,Express,40,High
190,Foggy,Night,Superfast,45,Low
170,Clear,Morning,Local,27,Medium
140,Rainy,Afternoon,Express,41,High
180,Foggy,Evening,Superfast,46,Low
160,Clear,Night,Local,28,Medium
130,Rainy,Morning,Express,42,High
190,Foggy,Afternoon,Superfast,47,Low
170,Clear,Evening,Local,29,Medium
140,Rainy,Night,Express,43,High
180,Foggy,Morning,Superfast,48,Low
160,Clear,Afternoon,Local,30,Medium
130,Rainy,Evening,Express,44,High
190,Foggy,Night,Superfast,49,Low
170,Clear,Morning,Local,31,Medium
140,Rainy,Afternoon,Express,45,High
180,Foggy,Evening,Superfast,50,Low
160,Clear,Night,Local,32,Medium
130,Rainy,Morning,Express,46,High
190,Foggy,Afternoon,Superfast,51,Low
170,Clear,Evening,Local,33,Medium
140,Rainy,Night,Express,47,High
180,Foggy,Morning,Superfast,52,Low
160,Clear,Afternoon,Local,34,Medium
130,Rainy,Evening,Express,48,High
190,Foggy,Night,Superfast,53,Low
170,Clear,Morning,Local,35,Medium
140,Rainy,Afternoon,Express,49,High
180,Foggy,Evening,Superfast,54,Low
160,Clear,Night,Local,36,Medium
130,Rainy,Morning,Express,50,High
190,Foggy,Afternoon,Superfast,55,Low
170,Clear,Evening,Local,37,Medium
140,Rainy,Night,Express,51,High
180,Foggy,Morning,Superfast,56,Low
160,Clear,Afternoon,Local,38,Medium
130,Rainy,Evening,Express,52,High
190,Foggy,Night,Superfast,57,Low
170,Clear,Morning,Local,39,Medium
140,Rainy,Afternoon,Express,53,High
180,Foggy,Evening,Superfast,58,Low
160,Clear,Night,Local,40,Medium
130,Rainy,Morning,Express,54,High
190,Foggy,Afternoon,Superfast,59,Low
170,Clear,Evening,Local,41,Medium
140,Rainy,Night,Express,55,High
180,Foggy,Morning,Superfast,60,Low
160,Clear,Afternoon,Local,42,Medium
130,Rainy,Evening,Express,56,High
190,Foggy,Night,Superfast,61,Low
170,Clear,Morning,Local,43,Medium
140,Rainy,Afternoon,Express,57,High
180,Foggy,Evening,Superfast,62,Low
160,Clear,Night,Local,44,Medium
130,Rainy,Morning,Express,58,High
190,Foggy,Afternoon,Superfast,63,Low
170,Clear,Evening,Local,45,Medium
140,Rainy,Night,Express,59,High
180,Foggy,Morning,Superfast,64,Low
160,Clear,Afternoon,Local,46,Medium
130,Rainy,Evening,Express,60,High
190,Foggy,Night,Superfast,65,Low
170,Clear,Morning,Local,47,Medium
140,Rainy,Afternoon,Express,61,High
180,Foggy,Evening,Superfast,66,Low
160,Clear,Night,Local,48,Medium
130,Rainy,Morning,Express,62,High
190,Foggy,Afternoon,Superfast,67,Low
170,Clear,Evening,Local,49,Medium
140,Rainy,Night,Express,63,High
180,Foggy,Morning,Superfast,68,Low
160,Clear,Afternoon,Local,50,Medium
130,Rainy,Evening,Express,64,High
190,Foggy,Night,Superfast,69,Low
170,Clear,Morning,Local,51,Medium
140,Rainy,Afternoon,Express,65,High
180,Foggy,Evening,Superfast,70,Low
160,Clear,Night,Local,52,Medium
130,Rainy,Morning,Express,66,High
190,Foggy,Afternoon,Superfast,71,Low
170,Clear,Evening,Local,53,Medium
140,Rainy,Night,Express,67,High
180,Foggy,Morning,Superfast,72,Low
160,Clear,Afternoon,Local,54,Medium
130,Rainy,Evening,Express,68,High
190,Foggy,Night,Superfast,73,Low
170,Clear,Morning,Local,55,Medium
140,Rainy,Afternoon,Express,69,High
180,Foggy,Evening,Superfast,74,Low
160,Clear,Night,Local,56,Medium
130,Rainy,Morning,Express,70,High
190,Foggy,Afternoon,Superfast,75,Low
170,Clear,Evening,Local,57,Medium
140,Rainy,Night,Express,71,High
180,Foggy,Morning,Superfast,76,Low
160,Clear,Afternoon,Local,58,Medium
130,Rainy,Evening,Express,72,High
190,Foggy,Night,Superfast,77,Low
170,Clear,Morning,Local,59,Medium
140,Rainy,Afternoon,Express,73,High
180,Foggy,Evening,Superfast,78,Low
160,Clear,Night,Local,60,Medium
130,Rainy,Morning,Express,74,High
190,Foggy,Afternoon,Superfast,79,Low
170,Clear,Evening,Local,61,Medium
140,Rainy,Night,Express,75,High
180,Foggy,Morning,Superfast,80,Low
160,Clear,Afternoon,Local,62,Medium
130,Rainy,Evening,Express,76,High
190,Foggy,Night,Superfast,81,Low
170,Clear,Morning,Local,63,Medium
140,Rainy,Afternoon,Express,77,High
180,Foggy,Evening,Superfast,82,Low
160,Clear,Night,Local,64,Medium
130,Rainy,Morning,Express,78,High
190,Foggy,Afternoon,Superfast,83,Low
170,Clear,Evening,Local,65,Medium
140,Rainy,Night,Express,79,High
180,Foggy,Morning,Superfast,84,Low
160,Clear,Afternoon,Local,66,Medium
130,Rainy,Evening,Express,80,High
190,Foggy,Night,Superfast,85,Low
170,Clear,Morning,Local,67,Medium
140,Rainy,Afternoon,Express,81,High
180,Foggy,Evening,Superfast,86,Low
160,Clear,Night,Local,68,Medium
130,Rainy,Morning,Express,82,High
190,Foggy,Afternoon,Superfast,87,Low
170,Clear,Evening,Local,69,Medium
140,Rainy,Night,Express,83,High
180,Foggy,Morning,Superfast,88,Low
160,Clear,Afternoon,Local,70,Medium
130,Rainy,Evening,Express,84,High
190,Foggy,Night,Superfast,89,Low
170,Clear,Morning,Local,71,Medium
140,Rainy,Afternoon,Express,85,High
180,Foggy,Evening,Superfast,90,Low
160,Clear,Night,Local,72,Medium
130,Rainy,Morning,Express,86,High
190,Foggy,Afternoon,Superfast,91,Low
170,Clear,Evening,Local,73,Medium
140,Rainy,Night,Express,87,High
180,Foggy,Morning,Superfast,92,Low
160,Clear,Afternoon,Local,74,Medium
130,Rainy,Evening,Express,88,High
190,Foggy,Night,Superfast,93,Low
170,Clear,Morning,Local,75,Medium
140,Rainy,Afternoon,Express,89,High
180,Foggy,Evening,Superfast,94,Low
160,Clear,Night,Local,76,Medium
130,Rainy,Morning,Express,90,High
190,Foggy,Afternoon,Superfast,95,Low
170,Clear,Evening,Local,77,Medium
140,Rainy,Night,Express,91,High
180,Foggy,Morning,Superfast,96,Low
160,Clear,Afternoon,Local,78,Medium
130,Rainy,Evening,Express,92,High
190,Foggy,Night,Superfast,97,Low
170,Clear,Morning,Local,79,Medium
140,Rainy,Afternoon,Express,93,High
180,Foggy,Evening,Superfast,98,Low
160,Clear,Night,Local,80,Medium
130,Rainy,Morning,Express,94,High
190,Foggy,Afternoon,Superfast,99,Low
170,Clear,Evening,Local,81,Medium
140,Rainy,Night,Express,95,High
180,Foggy,Morning,Superfast,100,Low
200,Clear,Afternoon,Local,8,Medium
140,Rainy,Evening,Express,15,High
180,Foggy,Night,Superfast,22,Low
170,Clear,Morning,Local,5,Medium
140,Rainy,Afternoon,Express,12,High
180,Foggy,Evening,Superfast,19,Low
160,Clear,Night,Local,3,Medium
130,Rainy,Morning,Express,10,High
170,Foggy,Afternoon,Superfast,17,Low
150,Clear,Evening,Local,6,Medium
120,Rainy,Night,Express,13,High
160,Foggy,Morning,Superfast,20,Low
140,Clear,Afternoon,Local,4,Medium
110,Rainy,Evening,Express,11,High
150,Foggy,Night,Superfast,18,Low
130,Clear,Morning,Local,7,Medium
100,Rainy,Afternoon,Express,14,High
140,Foggy,Evening,Superfast,21,Low
120,Clear,Night,Local,2,Medium
90,Rainy,Morning,Express,9,High
130,Foggy,Afternoon,Superfast,16,Low
110,Clear,Evening,Local,1,Medium
80,Rainy,Night,Express,8,High
120,Foggy,Morning,Superfast,15,Low
100,Clear,Afternoon,Local,0,Medium
70,Rainy,Evening,Express,7,High
110,Foggy,Night,Superfast,14,Low
90,Clear,Morning,Local,1,Medium
60,Rainy,Afternoon,Express,6,High
100,Foggy,Evening,Superfast,13,Low
80,Clear,Night,Local,2,Medium
50,Rainy,Morning,Express,5,High
90,Foggy,Afternoon,Superfast,12,Low
70,Clear,Evening,Local,3,Medium
40,Rainy,Night,Express,4,High
80,Foggy,Morning,Superfast,11,Low
60,Clear,Afternoon,Local,0,Medium
30,Rainy,Evening,Express,3,High
70,Foggy,Night,Superfast,10,Low
50,Clear,Morning,Local,1,Medium
20,Rainy,Afternoon,Express,2,High
60,Foggy,Evening,Superfast,9,Low
40,Clear,Night,Local,0,Medium
10,Rainy,Morning,Express,1,High
50,Foggy,Afternoon,Superfast,8,Low
30,Clear,Evening,Local,1,Medium
0,Rainy,Night,Express,0,High
40,Foggy,Morning,Superfast,7,Low
20,Clear,Afternoon,Local,2,Medium
10,Rainy,Evening,Express,3,High
50,Foggy,Night,Superfast,6,Low
30,Clear,Morning,Local,1,Medium
0,Rainy,Afternoon,Express,0,High
40,Foggy,Evening,Superfast,5,Low
20,Clear,Night,Local,2,Medium
10,Rainy,Morning,Express,3,High
50,Foggy,Afternoon,Superfast,6,Low
30,Clear,Evening,Local,1,Medium
0,Rainy,Night,Express,0,High
80,Clear,Morning,Local,1,Medium
50,Rainy,Afternoon,Express,2,High
90,Foggy,Evening,Superfast,3,Low
70,Clear,Night,Local,4,Medium
40,Rainy,Morning,Express,5,High
80,Foggy,Afternoon,Superfast,6,Low
60,Clear,Evening,Local,7,Medium
30,Rainy,Night,Express,8,High
70,Foggy,Morning,Superfast,9,Low
50,Clear,Afternoon,Local,10,Medium
20,Rainy,Evening,Express,11,High
60,Foggy,Night,Superfast,12,Low
40,Clear,Morning,Local,13,Medium
10,Rainy,Afternoon,Express,14,High
50,Foggy,Evening,Superfast,15,Low
30,Clear,Night,Local,16,Medium
0,Rainy,Morning,Express,17,High
40,Foggy,Afternoon,Superfast,18,Low
20,Clear,Evening,Local,19,Medium
10,Rainy,Night,Express,20,High
50,Foggy,Morning,Superfast,21,Low
30,Clear,Afternoon,Local,22,Medium
0,Rainy,Evening,Express,23,High
40,Foggy,Night,Superfast,24,Low
20,Clear,Morning,Local,25,Medium
10,Rainy,Afternoon,Express,26,High
50,Foggy,Evening,Superfast,27,Low
30,Clear,Night,Local,28,Medium
0,Rainy,Morning,Express,29,High
40,Foggy,Afternoon,Superfast,30,Low
20,Clear,Evening,Local,31,Medium
10,Rainy,Night,Express,32,High
50,Foggy,Morning,Superfast,33,Low
30,Clear,Afternoon,Local,34,Medium
0,Rainy,Evening,Express,35,High
40,Foggy,Night,Superfast,36,Low
20,Clear,Morning,Local,37,Medium
10,Rainy,Afternoon,Express,38,High
50,Foggy,Evening,Superfast,39,Low
30,Clear,Night,Local,40,Medium
0,Rainy,Morning,Express,41,High
40,Foggy,Afternoon,Superfast,42,Low
20,Clear,Evening,Local,43,Medium
10,Rainy,Night,Express,44,High
50,Foggy,Morning,Superfast,45,Low
30,Clear,Afternoon,Local,46,Medium
0,Rainy,Evening,Express,47,High
40,Foggy,Night,Superfast,48,Low
20,Clear,Morning,Local,49,Medium
10,Rainy,Afternoon,Express,50,High
50,Foggy,Evening,Superfast,51,Low
30,Clear,Night,Local,52,Medium
0,Rainy,Morning,Express,53,High
40,Foggy,Afternoon,Superfast,54,Low
20,Clear,Evening,Local,55,Medium
10,Rainy,Night,Express,56,High
50,Foggy,Morning,Superfast,57,Low
30,Clear,Afternoon,Local,58,Medium
0,Rainy,Evening,Express,59,High
40,Foggy,Night,Superfast,60,Low
20,Clear,Morning,Local,61,Medium
10,Rainy,Afternoon,Express,62,High
50,Foggy,Evening,Superfast,63,Low
30,Clear,Night,Local,64,Medium
0,Rainy,Morning,Express,65,High
70,Clear,Evening,Local,7,Medium
40,Rainy,Night,Express,14,High
80,Foggy,Morning,Superfast,21,Low
60,Clear,Afternoon,Local,28,Medium
30,Rainy,Evening,Express,35,High
70,Foggy,Night,Superfast,42,Low
50,Clear,Morning,Local,49,Medium
20,Rainy,Afternoon,Express,56,High
60,Foggy,Evening,Superfast,63,Low
40,Clear,Night,Local,70,Medium
10,Rainy,Morning,Express,77,High
50,Foggy,Afternoon,Superfast,84,Low
30,Clear,Evening,Local,91,Medium
0,Rainy,Night,Express,98,High
40,Foggy,Morning,Superfast,5,Low
20,Clear,Afternoon,Local,12,Medium
10,Rainy,Evening,Express,19,High
50,Foggy,Night,Superfast,26,Low
30,Clear,Morning,Local,33,Medium
0,Rainy,Afternoon,Express,40,High
40,Foggy,Evening,Superfast,47,Low
20,Clear,Night,Local,54,Medium
10,Rainy,Morning,Express,61,High
50,Foggy,Afternoon,Superfast,68,Low
30,Clear,Evening,Local,75,Medium
0,Rainy,Night,Express,82,High
40,Foggy,Morning,Superfast,89,Low
20,Clear,Afternoon,Local,96,Medium
10,Rainy,Evening,Express,3,High
50,Foggy,Night,Superfast,10,Low
30,Clear,Morning,Local,17,Medium
0,Rainy,Afternoon,Express,24,High
40,Foggy,Evening,Superfast,31,Low
20,Clear,Night,Local,38,Medium
10,Rainy,Morning,Express,45,High
50,Foggy,Afternoon,Superfast,52,Low
30,Clear,Evening,Local,59,Medium
0,Rainy,Night,Express,66,High
40,Foggy,Morning,Superfast,73,Low
20,Clear,Afternoon,Local,80,Medium
10,Rainy,Evening,Express,87,High
50,Foggy,Night,Superfast,94,Low
30,Clear,Morning,Local,1,Medium
0,Rainy,Afternoon,Express,8,High
40,Foggy,Evening,Superfast,15,Low
20,Clear,Night,Local,22,Medium
10,Rainy,Morning,Express,29,High
50,Foggy,Afternoon,Superfast,36,Low
30,Clear,Evening,Local,43,Medium
0,Rainy,Night,Express,50,High
40,Foggy,Morning,Superfast,57,Low
20,Clear,Afternoon,Local,64,Medium
10,Rainy,Evening,Express,71,High
50,Foggy,Night,Superfast,78,Low
30,Clear,Morning,Local,85,Medium
0,Rainy,Afternoon,Express,92,High
40,Foggy,Evening,Superfast,99,Low
20,Clear,Night,Local,6,Medium
10,Rainy,Morning,Express,13,High
50,Foggy,Afternoon,Superfast,20,Low
30,Clear,Evening,Local,27,Medium
0,Rainy,Night,Express,34,High
40,Foggy,Morning,Superfast,41,Low
20,Clear,Afternoon,Local,48,Medium
10,Rainy,Evening,Express,55,High
50,Foggy,Night,Superfast,62,Low
30,Clear,Morning,Local,69,Medium
0,Rainy,Afternoon,Express,76,High
60,Clear,Afternoon,Local,5,Medium
30,Rainy,Evening,Express,12,High
70,Foggy,Night,Superfast,19,Low
50,Clear,Morning,Local,26,Medium
20,Rainy,Afternoon,Express,33,High
60,Foggy,Evening,Superfast,40,Low
40,Clear,Night,Local,47,Medium
10,Rainy,Morning,Express,54,High
50,Foggy,Afternoon,Superfast,61,Low
30,Clear,Evening,Local,68,Medium
0,Rainy,Night,Express,75,High
40,Foggy,Morning,Superfast,82,Low
20,Clear,Afternoon,Local,89,Medium
10,Rainy,Evening,Express,96,High
50,Foggy,Night,Superfast,3,Low
30,Clear,Morning,Local,10,Medium
0,Rainy,Afternoon,Express,17,High
40,Foggy,Evening,Superfast,24,Low
20,Clear,Night,Local,31,Medium
10,Rainy,Morning,Express,38,High
50,Foggy,Afternoon,Superfast,45,Low
30,Clear,Evening,Local,52,Medium
0,Rainy,Night,Express,59,High
40,Foggy,Morning,Superfast,66,Low
20,Clear,Afternoon,Local,73,Medium
10,Rainy,Evening,Express,80,High
50,Foggy,Night,Superfast,87,Low
30,Clear,Morning,Local,94,Medium
0,Rainy,Afternoon,Express,1,High
40,Foggy,Evening,Superfast,8,Low
20,Clear,Night,Local,15,Medium
10,Rainy,Morning,Express,22,High
50,Foggy,Afternoon,Superfast,29,Low
30,Clear,Evening,Local,36,Medium
0,Rainy,Night,Express,43,High
40,Foggy,Morning,Superfast,50,Low
20,Clear,Afternoon,Local,57,Medium
10,Rainy,Evening,Express,64,High
50,Foggy,Night,Superfast,71,Low
30,Clear,Morning,Local,78,Medium
0,Rainy,Afternoon,Express,85,High
40,Foggy,Evening,Superfast,92,Low
20,Clear,Night,Local,99,Medium
10,Rainy,Morning,Express,6,High
50,Foggy,Afternoon,Superfast,13,Low
30,Clear,Evening,Local,20,Medium
0,Rainy,Night,Express,27,High
40,Foggy,Morning,Superfast,34,Low
20,Clear,Afternoon,Local,41,Medium
10,Rainy,Evening,Express,48,High
50,Foggy,Night,Superfast,55,Low
30,Clear,Morning,Local,62,Medium
0,Rainy,Afternoon,Express,69,High
40,Foggy,Evening,Superfast,76,Low
20,Clear,Night,Local,83,Medium
10,Rainy,Morning,Express,90,High
50,Foggy,Afternoon,Superfast,97,Low
30,Clear,Evening,Local,4,Medium
0,Rainy,Night,Express,11,High
40,Foggy,Morning,Superfast,18,Low
20,Clear,Afternoon,Local,25,Medium
10,Rainy,Evening,Express,32,High
50,Foggy,Night,Superfast,39,Low
30,Clear,Morning,Local,46,Medium
0,Rainy,Afternoon,Express,53,High
40,Foggy,Evening,Superfast,60,Low
20,Clear,Night,Local,67,Medium
10,Rainy,Morning,Express,74,High
50,Foggy,Afternoon,Superfast,81,Low
30,Clear,Evening,Local,88,Medium
0,Rainy,Night,Express,95,High
70,Clear,Morning,Local,3,Medium
40,Rainy,Afternoon,Express,10,High
80,Foggy,Evening,Superfast,17,Low
60,Clear,Night,Local,24,Medium
30,Rainy,Morning,Express,31,High
70,Foggy,Afternoon,Superfast,38,Low
50,Clear,Evening,Local,45,Medium
20,Rainy,Night,Express,52,High
60,Foggy,Morning,Superfast,59,Low
40,Clear,Afternoon,Local,66,Medium
10,Rainy,Evening,Express,73,High
50,Foggy,Night,Superfast,80,Low
30,Clear,Morning,Local,87,Medium
0,Rainy,Afternoon,Express,94,High
40,Foggy,Evening,Superfast,1,Low
20,Clear,Night,Local,8,Medium
10,Rainy,Morning,Express,15,High
50,Foggy,Afternoon,Superfast,22,Low
30,Clear,Evening,Local,29,Medium
0,Rainy,Night,Express,36,High
40,Foggy,Morning,Superfast,43,Low
20,Clear,Afternoon,Local,50,Medium
10,Rainy,Evening,Express,57,High
50,Foggy,Night,Superfast,64,Low
30,Clear,Morning,Local,71,Medium
0,Rainy,Afternoon,Express,78,High
40,Foggy,Evening,Superfast,85,Low
20,Clear,Night,Local,92,Medium
10,Rainy,Morning,Express,99,High
50,Foggy,Afternoon,Superfast,6,Low
30,Clear,Evening,Local,13,Medium
0,Rainy,Night,Express,20,High
40,Foggy,Morning,Superfast,27,Low
20,Clear,Afternoon,Local,34,Medium
10,Rainy,Evening,Express,41,High
50,Foggy,Night,Superfast,48,Low
30,Clear,Morning,Local,55,Medium
0,Rainy,Afternoon,Express,62,High
40,Foggy,Evening,Superfast,69,Low
20,Clear,Night,Local,76,Medium
10,Rainy,Morning,Express,83,High
50,Foggy,Afternoon,Superfast,90,Low
30,Clear,Evening,Local,97,Medium
0,Rainy,Night,Express,4,High
40,Foggy,Morning,Superfast,11,Low
20,Clear,Afternoon,Local,18,Medium
10,Rainy,Evening,Express,25,High
50,Foggy,Night,Superfast,32,Low
30,Clear,Morning,Local,39,Medium
0,Rainy,Afternoon,Express,46,High
40,Foggy,Evening,Superfast,53,Low
20,Clear,Night,Local,60,Medium
10,Rainy,Morning,Express,67,High
50,Foggy,Afternoon,Superfast,74,Low
30,Clear,Evening,Local,81,Medium
0,Rainy,Night,Express,88,High
40,Foggy,Morning,Superfast,95,Low
20,Clear,Afternoon,Local,2,Medium
10,Rainy,Evening,Express,9,High
50,Foggy,Night,Superfast,16,Low
30,Clear,Morning,Local,23,Medium
0,Rainy,Afternoon,Express,30,High
40,Foggy,Evening,Superfast,37,Low
20,Clear,Night,Local,44,Medium
10,Rainy,Morning,Express,51,High
50,Foggy,Afternoon,Superfast,58,Low
30,Clear,Evening,Local,65,Medium
0,Rainy,Night,Express,72,High
60,Clear,Afternoon,Local,8,Medium
40,Rainy,Evening,Express,15,High
80,Foggy,Night,Superfast,22,Low
70,Clear,Morning,Local,29,Medium
30,Rainy,Afternoon,Express,36,High
60,Foggy,Evening,Superfast,43,Low
50,Clear,Night,Local,50,Medium
20,Rainy,Morning,Express,57,High
70,Foggy,Afternoon,Superfast,64,Low
50,Clear,Evening,Local,71,Medium
30,Rainy,Night,Express,78,High
60,Foggy,Morning,Superfast,85,Low
40,Clear,Afternoon,Local,92,Medium
10,Rainy,Evening,Express,99,High
50,Foggy,Night,Superfast,6,Low
30,Clear,Morning,Local,13,Medium
40,Rainy,Afternoon,Express,20,High
60,Foggy,Evening,Superfast,27,Low
50,Clear,Night,Local,34,Medium
20,Rainy,Morning,Express,41,High
70,Foggy,Afternoon,Superfast,48,Low
60,Clear,Evening,Local,55,Medium
30,Rainy,Night,Express,62,High
50,Foggy,Morning,Superfast,69,Low
40,Clear,Afternoon,Local,76,Medium
10,Rainy,Evening,Express,83,High
70,Foggy,Night,Superfast,90,Low
60,Clear,Morning,Local,97,Medium
30,Rainy,Afternoon,Express,4,High
50,Foggy,Evening,Superfast,11,Low
40,Clear,Night,Local,18,Medium
20,Rainy,Morning,Express,25,High
70,Foggy,Afternoon,Superfast,32,Low
60,Clear,Evening,Local,39,Medium
30,Rainy,Night,Express,46,High
50,Foggy,Morning,Superfast,53,Low
40,Clear,Afternoon,Local,60,Medium
10,Rainy,Evening,Express,67,High
70,Foggy,Night,Superfast,74,Low
60,Clear,Morning,Local,81,Medium
30,Rainy,Afternoon,Express,88,High
50,Foggy,Evening,Superfast,95,Low
40,Clear,Night,Local,2,Medium
20,Rainy,Morning,Express,9,High
70,Foggy,Afternoon,Superfast,16,Low
60,Clear,Evening,Local,23,Medium
30,Rainy,Night,Express,30,High
50,Foggy,Morning,Superfast,37,Low
40,Clear,Afternoon,Local,44,Medium
10,Rainy,Evening,Express,51,High
70,Foggy,Night,Superfast,58,Low
60,Clear,Morning,Local,65,Medium
30,Rainy,Afternoon,Express,72,High
50,Foggy,Evening,Superfast,79,Low
40,Clear,Night,Local,86,Medium
20,Rainy,Morning,Express,93,High
70,Foggy,Afternoon,Superfast,100,Low
20,Clear,Morning,Local,7,Medium
50,Rainy,Afternoon,Express,14,High
30,Foggy,Evening,Superfast,21,Low
70,Clear,Night,Local,28,Medium
40,Rainy,Morning,Express,35,High
60,Foggy,Afternoon,Superfast,42,Low
50,Clear,Evening,Local,49,Medium
30,Rainy,Night,Express,56,High
70,Foggy,Morning,Superfast,63,Low
40,Clear,Afternoon,Local,70,Medium
20,Rainy,Evening,Express,77,High
60,Foggy,Night,Superfast,84,Low
50,Clear,Morning,Local,91,Medium
30,Rainy,Afternoon,Express,98,High
70,Foggy,Evening,Superfast,5,Low
40,Clear,Night,Local,12,Medium
20,Rainy,Morning,Express,19,High
60,Foggy,Afternoon,Superfast,26,Low
50,Clear,Evening,Local,33,Medium
30,Rainy,Night,Express,40,High
70,Foggy,Morning,Superfast,47,Low
40,Clear,Afternoon,Local,54,Medium
20,Rainy,Evening,Express,61,High
60,Foggy,Night,Superfast,68,Low
50,Clear,Morning,Local,75,Medium
30,Rainy,Afternoon,Express,82,High
70,Foggy,Evening,Superfast,89,Low
40,Clear,Night,Local,96,Medium
20,Rainy,Morning,Express,3,High
60,Foggy,Afternoon,Superfast,10,Low
50,Clear,Evening,Local,17,Medium
30,Rainy,Night,Express,24,High
70,Foggy,Morning,Superfast,31,Low
40,Clear,Afternoon,Local,38,Medium
20,Rainy,Evening,Express,45,High
60,Foggy,Night,Superfast,52,Low
50,Clear,Morning,Local,59,Medium
30,Rainy,Afternoon,Express,66,High
70,Foggy,Evening,Superfast,73,Low
40,Clear,Night,Local,80,Medium
20,Rainy,Morning,Express,87,High
60,Foggy,Afternoon,Superfast,94,Low
50,Clear,Evening,Local,1,Medium
30,Rainy,Night,Express,8,High
70,Foggy,Morning,Superfast,15,Low
40,Clear,Afternoon,Local,22,Medium
20,Rainy,Evening,Express,29,High
60,Foggy,Night,Superfast,36,Low
50,Clear,Morning,Local,43,Medium
30,Rainy,Afternoon,Express,50,High
70,Foggy,Evening,Superfast,57,Low
40,Clear,Night,Local,64,Medium
20,Rainy,Morning,Express,71,High
60,Foggy,Afternoon,Superfast,78,Low
50,Clear,Evening,Local,85,Medium
30,Rainy,Night,Express,92,High
70,Foggy,Morning,Superfast,99,Low
10,Clear,Morning,Local,6,Medium
40,Rainy,Afternoon,Express,13,High
20,Foggy,Evening,Superfast,20,Low
50,Clear,Night,Local,27,Medium
30,Rainy,Morning,Express,34,High
60,Foggy,Afternoon,Superfast,41,Low
50,Clear,Evening,Local,48,Medium
30,Rainy,Night,Express,55,High
70,Foggy,Morning,Superfast,62,Low
40,Clear,Afternoon,Local,69,Medium
20,Rainy,Evening,Express,76,High
60,Foggy,Night,Superfast,83,Low
50,Clear,Morning,Local,90,Medium
30,Rainy,Afternoon,Express,97,High
70,Foggy,Evening,Superfast,4,Low
40,Clear,Night,Local,11,Medium
20,Rainy,Morning,Express,18,High
60,Foggy,Afternoon,Superfast,25,Low
50,Clear,Evening,Local,32,Medium
30,Rainy,Night,Express,39,High
70,Foggy,Morning,Superfast,46,Low
40,Clear,Afternoon,Local,53,Medium
20,Rainy,Evening,Express,60,High
60,Foggy,Night,Superfast,67,Low
50,Clear,Morning,Local,74,Medium
30,Rainy,Afternoon,Express,81,High
70,Foggy,Evening,Superfast,88,Low
40,Clear,Night,Local,95,Medium
20,Rainy,Morning,Express,2,High
60,Foggy,Afternoon,Superfast,9,Low
50,Clear,Evening,Local,16,Medium
30,Rainy,Night,Express,23,High
70,Foggy,Morning,Superfast,30,Low
40,Clear,Afternoon,Local,37,Medium
20,Rainy,Evening,Express,44,High
60,Foggy,Night,Superfast,51,Low
50,Clear,Morning,Local,58,Medium
30,Rainy,Afternoon,Express,65,High
70,Foggy,Evening,Superfast,72,Low
40,Clear,Night,Local,79,Medium
20,Rainy,Morning,Express,86,High
60,Foggy,Afternoon,Superfast,93,Low
50,Clear,Evening,Local,100,Medium
30,Rainy,Night,Express,7,High
70,Foggy,Morning,Superfast,14,Low
40,Clear,Afternoon,Local,21,Medium
20,Rainy,Evening,Express,28,High
60,Foggy,Night,Superfast,35,Low
50,Clear,Morning,Local,42,Medium
30,Rainy,Afternoon,Express,49,High
70,Foggy,Evening,Superfast,56,Low
40,Clear,Night,Local,63,Medium
20,Rainy,Morning,Express,70,High
60,Foggy,Afternoon,Superfast,77,Low
50,Clear,Evening,Local,84,Medium
30,Rainy,Night,Express,91,High
70,Foggy,Morning,Superfast,98,Low
40,Clear,Afternoon,Local,5,Medium
20,Rainy,Evening,Express,12,High
60,Foggy,Night,Superfast,19,Low
50,Clear,Morning,Local,26,Medium
30,Rainy,Afternoon,Express,33,High
70,Foggy,Evening,Superfast,40,Low
40,Clear,Night,Local,47,Medium
20,Rainy,Morning,Express,54,High
60,Foggy,Afternoon,Superfast,61,Low
50,Clear,Evening,Local,68,Medium
30,Rainy,Night,Express,75,High
70,Foggy,Morning,Superfast,82,Low
40,Clear,Afternoon,Local,89,Medium
20,Rainy,Evening,Express,96,High
60,Foggy,Night,Superfast,3,Low
50,Clear,Morning,Local,10,Medium
30,Rainy,Afternoon,Express,17,High
70,Foggy,Evening,Superfast,24,Low
40,Clear,Night,Local,31,Medium
20,Rainy,Morning,Express,38,High
60,Foggy,Afternoon,Superfast,45,Low
50,Clear,Evening,Local,52,Medium
30,Rainy,Night,Express,59,High
70,Foggy,Morning,Superfast,66,Low
40,Clear,Afternoon,Local,73,Medium
20,Rainy,Evening,Express,80,High
60,Foggy,Night,Superfast,87,Low
50,Clear,Morning,Local,94,Medium
30,Rainy,Afternoon,Express,1,High
70,Foggy,Evening,Superfast,8,Low
40,Clear,Night,Local,15,Medium
20,Rainy,Morning,Express,22,High
60,Foggy,Afternoon,Superfast,29,Low
